item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id
Sunglasses,Free Size,Turquoise,Accessories,Winter,3.5,71.0,Yes,Free Shipping,Bank Transfer,1024
Hoodie,L,Brown,Clothing,Spring,4.9,28.0,Yes,Express,Cash,838
Coat,L,Cyan,Outerwear,Spring,3.7,71.0,No,Express,Debit Card,2124
Skirt,M,Gray,Clothing,Fall,3.1,32.0,No,Next Day Air,Cash,3137
Skirt,M,Peach,Clothing,Fall,3.4,93.0,No,Free Shipping,Credit Card,3756
Skirt,L,Black,Clothing,Fall,4.8,27.0,No,Next Day Air,Credit Card,1754
Belt,Free Size,Peach,Accessories,Winter,4.6,92.0,Yes,2-Day Shipping,Bank Transfer,1465
Sunglasses,Free Size,Black,Accessories,Winter,4.0,61.0,No,Store Pickup,Credit Card,3705
T-shirt,M,Red,Clothing,Winter,2.6,86.0,No,Express,Venmo,3772
Hoodie,M,Lavender,Clothing,Summer,2.6,90.0,Yes,Express,Bank Transfer,714
Boots,L,Yellow,Footwear,Fall,3.6,47.0,No,2-Day Shipping,Venmo,3787
Shirt,S,Red,Clothing,Spring,3.4741258741258743,261.1362046204621,No,Express,Cash,4898
Gloves,Free Size,Red,Accessories,Spring,4.3,32.0,No,2-Day Shipping,Debit Card,2985
Shoes,L,Gray,Footwear,Spring,4.5,60.0,No,Express,Bank Transfer,2164
Scarf,Free Size,Violet,Accessories,Summer,4.5,36.0,No,2-Day Shipping,Credit Card,3261
Sandals,S,White,Footwear,Winter,3.5,39.0,No,Next Day Air,Credit Card,3662
Bag,Free Size,Red,Accessories,Spring,4.0,737.5294936708862,No,Express,Debit Card,4263
Phone,Not Applicable,Black,Electronics,Winter,2.9156626506024095,752.5371604938272,Yes,Express,Cash,4754
Socks,L,Blue,Clothing,Summer,2.9,33.0,No,Standard,Venmo,2387
Laptop,Not Applicable,Black,Electronics,Autumn,3.1515151515151514,356.1,Yes,Express,Debit Card,4224
Blouse,M,Charcoal,Clothing,Winter,3.3,44.0,Yes,Next Day Air,Cash,270
Gloves,Free Size,Purple,Accessories,Spring,4.3,51.0,Yes,2-Day Shipping,Credit Card,891
Boots,S,Teal,Footwear,Spring,3.0,80.0,No,Standard,Debit Card,1996
Coat,M,Beige,Outerwear,Fall,4.8,87.0,No,Store Pickup,PayPal,2126
Jacket,M,Pink,Outerwear,Winter,4.6,22.0,No,Free Shipping,PayPal,1714
Bag,Free Size,Black,Accessories,Winter,3.159090909090909,737.5294936708862,Yes,Standard,Credit Card,4500
Bag,Free Size,White,Accessories,Autumn,4.0,737.5294936708862,No,Standard,Credit Card,4332
Laptop,Not Applicable,Blue,Electronics,Spring,5.0,684.07,Yes,Standard,Cash,4165
Jewelry,Free Size,Yellow,Accessories,Winter,3.7,20.0,Yes,Store Pickup,PayPal,509
Backpack,Free Size,Gray,Accessories,Winter,3.7,48.0,No,2-Day Shipping,Bank Transfer,2053
Shorts,M,Red,Clothing,Summer,5.0,51.0,No,Express,Debit Card,3536
Hoodie,S,Violet,Clothing,Spring,4.3,58.0,No,Next Day Air,Venmo,3037
Headphones,Not Applicable,Black,Electronics,Winter,3.1139240506329116,722.83,Yes,Standard,PayPal,4711
Shoes,M,Black,Footwear,Autumn,3.5454545454545454,1282.12,Yes,Standard,Debit Card,4700
Phone,Not Applicable,Red,Electronics,Spring,2.9156626506024095,752.5371604938272,No,Standard,PayPal,4164
Sandals,M,Gray,Footwear,Summer,2.7,59.0,No,Store Pickup,Cash,3095
Shoes,S,Black,Footwear,Summer,3.5454545454545454,277.3683027522936,Yes,Standard,Cash,4704
Scarf,Free Size,Beige,Accessories,Fall,4.5,94.0,Yes,Store Pickup,PayPal,1560
Blouse,L,Turquoise,Clothing,Fall,3.4,48.0,No,Next Day Air,Bank Transfer,3697
Belt,Free Size,Gold,Accessories,Fall,2.7,44.0,Yes,Standard,Credit Card,1494
Hoodie,M,Teal,Clothing,Winter,4.0,73.0,Yes,Next Day Air,Debit Card,860
Blouse,S,Purple,Clothing,Fall,2.8,91.0,No,Store Pickup,Bank Transfer,2220
Sandals,L,Purple,Footwear,Winter,4.4,48.0,Yes,Express,Credit Card,845
Handbag,Free Size,Blue,Accessories,Fall,3.6,55.0,Yes,2-Day Shipping,Venmo,1160
Pants,M,Teal,Clothing,Fall,2.7,67.0,No,Express,Cash,3230
Jacket,M,Green,Outerwear,Fall,2.9,22.0,Yes,Store Pickup,Debit Card,25
Dress,S,Turquoise,Clothing,Winter,4.4,100.0,No,Next Day Air,PayPal,3726
Blouse,S,Teal,Clothing,Fall,4.8,97.0,Yes,Free Shipping,Debit Card,939
T-shirt,M,Charcoal,Clothing,Spring,3.7945205479452055,99.0,Yes,Express,Venmo,1248
Belt,Free Size,Green,Accessories,Spring,2.9,33.0,No,Standard,Venmo,3898
Jacket,M,Blue,Outerwear,Fall,2.6,65.0,Yes,Next Day Air,PayPal,562
Gloves,Free Size,Purple,Accessories,Summer,2.8,96.0,Yes,Store Pickup,Debit Card,183
Backpack,Free Size,Maroon,Accessories,Spring,3.6,77.0,No,Free Shipping,Cash,2677
Boots,XL,Yellow,Footwear,Fall,4.9,98.0,No,Express,Credit Card,3376
Socks,M,Peach,Clothing,Fall,3.1,80.0,No,Next Day Air,PayPal,3761
Backpack,Free Size,Silver,Accessories,Summer,3.3,31.0,No,Express,PayPal,1973
Shorts,S,Teal,Clothing,Winter,3.7358490566037736,91.0,Yes,Free Shipping,Credit Card,420
Jeans,M,Green,Clothing,Winter,3.3,83.0,No,2-Day Shipping,PayPal,2457
Coat,S,Olive,Outerwear,Spring,4.2,28.0,No,Express,Venmo,3543
Watch,Not Applicable,Red,Electronics,Winter,3.0759493670886076,662.1159090909091,No,Express,Cash,4955
Jewelry,Free Size,Olive,Accessories,Fall,2.6,48.0,No,Next Day Air,Cash,2873
Jewelry,Free Size,Silver,Accessories,Fall,4.3,94.0,Yes,2-Day Shipping,Debit Card,631
Boots,M,Yellow,Footwear,Winter,3.9,93.0,Yes,Express,Venmo,462
T-shirt,S,Turquoise,Clothing,Fall,2.9,85.0,Yes,Express,Bank Transfer,669
Socks,M,Cyan,Clothing,Fall,4.9,70.0,No,Express,Bank Transfer,3575
Socks,L,Red,Clothing,Fall,3.1,88.0,No,Next Day Air,Venmo,3154
T-shirt,L,Lavender,Clothing,Summer,4.5,43.0,No,Standard,Debit Card,3630
Shirt,XL,Green,Clothing,Summer,2.0,261.1362046204621,Yes,Standard,Credit Card,4709
Pants,L,Peach,Clothing,Fall,3.2,47.0,No,Store Pickup,Venmo,2448
T-shirt,M,Silver,Clothing,Winter,2.9,64.0,Yes,Next Day Air,Venmo,1166
Sweater,M,Teal,Clothing,Spring,3.8,61.0,No,Express,Credit Card,1855
Pants,XL,Magenta,Clothing,Winter,3.8,47.0,No,Express,Cash,1825
Handbag,Free Size,Beige,Accessories,Winter,3.5,78.0,Yes,Store Pickup,Venmo,1620
Hat,Free Size,Teal,Accessories,Spring,4.8,37.0,No,Free Shipping,PayPal,2515
Belt,Free Size,Black,Accessories,Fall,3.8,63.0,Yes,Express,Cash,1368
Headphones,Not Applicable,White,Electronics,Autumn,5.0,1311.16,Yes,Express,Debit Card,5026
Skirt,M,Olive,Clothing,Fall,2.7,33.0,No,Express,Debit Card,3106
Sweater,M,Gold,Clothing,Winter,2.5,23.0,Yes,Next Day Air,Credit Card,1220
Dress,M,Gray,Clothing,Summer,4.7,45.0,No,Free Shipping,Credit Card,2685
Jacket,S,Maroon,Outerwear,Fall,4.4,84.0,Yes,Store Pickup,Debit Card,537
Headphones,Not Applicable,Green,Electronics,Autumn,3.1139240506329116,1493.56,Yes,Express,Credit Card,4055
Jeans,M,Yellow,Clothing,Summer,2.9,89.0,No,Free Shipping,Venmo,2083
Handbag,Free Size,Charcoal,Accessories,Spring,4.5,39.0,Yes,Standard,Cash,369
Shirt,M,White,Clothing,Autumn,3.4741258741258743,336.09,Yes,Express,PayPal,4616
Coat,M,Red,Outerwear,Winter,4.0,96.0,Yes,Store Pickup,PayPal,1067
Boots,S,Red,Footwear,Winter,3.8146853146853146,100.0,Yes,2-Day Shipping,Debit Card,1209
Headphones,Not Applicable,Black,Electronics,Autumn,4.0,1352.6,Yes,Express,Debit Card,4716
Dress,M,Black,Clothing,Summer,3.3,70.0,No,2-Day Shipping,Bank Transfer,3279
Headphones,Not Applicable,Red,Electronics,Autumn,3.1139240506329116,732.58,Yes,Standard,Cash,4391
Shorts,XL,White,Clothing,Fall,3.0,88.0,No,Free Shipping,Credit Card,2222
Jewelry,Free Size,Blue,Accessories,Summer,3.3,85.0,No,Free Shipping,Cash,1901
Socks,L,Purple,Clothing,Summer,4.4,72.0,No,Standard,Bank Transfer,3409
Blouse,XL,Gold,Clothing,Fall,3.6,100.0,Yes,Store Pickup,Debit Card,456
Pants,M,Red,Clothing,Spring,2.5,70.0,No,Next Day Air,Venmo,2545
Shoes,S,Red,Footwear,Winter,3.5454545454545454,991.93,Yes,Standard,Debit Card,4193
Sandals,XL,Lavender,Footwear,Fall,3.5,92.0,No,Express,Venmo,2345
Gloves,Free Size,Gold,Accessories,Fall,2.9,88.0,No,Express,Bank Transfer,2614
Scarf,Free Size,Cyan,Accessories,Summer,4.6,97.0,Yes,Next Day Air,Bank Transfer,573
Scarf,Free Size,Blue,Accessories,Winter,5.0,54.0,No,Store Pickup,Bank Transfer,1883
Watch,Not Applicable,Red,Electronics,Autumn,2.0,183.76,No,Express,Credit Card,4337
Sandals,XL,White,Footwear,Spring,4.3,80.0,No,Express,Venmo,1743
Belt,Free Size,Lavender,Accessories,Fall,4.3,47.0,No,Express,Debit Card,3618
Handbag,Free Size,Lavender,Accessories,Winter,4.9,41.0,Yes,Store Pickup,Cash,1023
Headphones,Not Applicable,Black,Electronics,Spring,3.1139240506329116,1459.59,Yes,Express,Debit Card,4662
Socks,S,Turquoise,Clothing,Summer,2.7,62.0,Yes,Express,PayPal,678
Boots,XL,Orange,Footwear,Summer,3.2,99.0,No,Free Shipping,Cash,3477
Laptop,Not Applicable,Red,Electronics,Summer,3.1515151515151514,822.03,Yes,Express,Debit Card,4641
Sunglasses,Free Size,Orange,Accessories,Fall,4.3,71.0,Yes,Next Day Air,Cash,1351
Jeans,M,Green,Clothing,Spring,3.3,76.0,Yes,2-Day Shipping,Debit Card,1044
Gloves,Free Size,Peach,Accessories,Fall,4.1,29.0,No,Next Day Air,Venmo,1786
Jewelry,Free Size,Gray,Accessories,Summer,2.6,51.0,Yes,Store Pickup,Debit Card,287
Belt,Free Size,Lavender,Accessories,Spring,3.4,98.0,No,Express,Cash,2456
Hoodie,M,Yellow,Clothing,Winter,4.6,28.0,No,Store Pickup,PayPal,3587
Shirt,S,White,Clothing,Summer,3.4741258741258743,261.1362046204621,No,Express,Cash,5049
Sweater,L,Orange,Clothing,Fall,5.0,85.0,No,Express,Credit Card,2790
Sneakers,L,Black,Footwear,Summer,3.9,75.0,No,Next Day Air,Cash,3313
Watch,Not Applicable,Red,Electronics,Spring,3.0759493670886076,662.1159090909091,No,Express,PayPal,4931
T-shirt,M,Yellow,Clothing,Fall,3.9,56.0,No,2-Day Shipping,Venmo,2864
Pants,M,Turquoise,Clothing,Spring,3.3,83.0,No,Standard,Bank Transfer,2645
Gloves,Free Size,Cyan,Accessories,Spring,3.8,34.0,No,Free Shipping,PayPal,2783
Sneakers,XL,Pink,Footwear,Winter,4.1,92.0,No,Express,PayPal,2716
Pants,M,Cyan,Clothing,Fall,3.4,28.0,No,Express,PayPal,1943
Skirt,S,Teal,Clothing,Fall,2.9,96.0,No,Standard,Debit Card,2484
Shoes,S,Blue,Footwear,Spring,3.1,40.0,No,Express,Debit Card,2707
Socks,M,Brown,Clothing,Winter,5.0,97.0,No,2-Day Shipping,PayPal,2394
Shirt,M,White,Clothing,Winter,3.0,591.76,No,Standard,Credit Card,4296
Dress,M,White,Clothing,Spring,3.7,75.0,Yes,2-Day Shipping,PayPal,1577
Hoodie,L,Silver,Clothing,Winter,4.7,73.0,No,Free Shipping,Debit Card,2305
Hat,Free Size,Yellow,Accessories,Fall,4.7,75.0,Yes,Express,Cash,1365
Coat,M,Beige,Outerwear,Spring,4.2,70.0,Yes,Store Pickup,PayPal,1643
Shirt,M,Black,Clothing,Spring,4.2,97.0,No,Standard,PayPal,3519
Phone,Not Applicable,Black,Electronics,Spring,2.9156626506024095,992.57,No,Standard,PayPal,5016
Shoes,M,Turquoise,Footwear,Summer,3.9,59.0,No,Free Shipping,Cash,2760
Shirt,L,Lavender,Clothing,Fall,3.0,89.0,No,Standard,Cash,2770
Bag,Free Size,Blue,Accessories,Winter,3.159090909090909,551.22,Yes,Standard,Cash,4080
Laptop,Not Applicable,Red,Electronics,Autumn,3.0,809.5398611111111,No,Standard,PayPal,4041
Jacket,L,Blue,Outerwear,Winter,4.4,23.0,No,2-Day Shipping,Bank Transfer,3338
Shirt,L,Green,Clothing,Winter,2.6,82.0,Yes,2-Day Shipping,Debit Card,920
Shirt,L,White,Clothing,Spring,4.0,949.74,No,Express,Cash,5053
Dress,L,Cyan,Clothing,Fall,2.7,36.0,Yes,2-Day Shipping,Debit Card,734
Handbag,Free Size,Charcoal,Accessories,Fall,2.6,46.0,Yes,2-Day Shipping,PayPal,700
Coat,L,Maroon,Outerwear,Summer,2.8,31.0,Yes,2-Day Shipping,Bank Transfer,1352
Shirt,M,White,Clothing,Autumn,1.0,261.1362046204621,Yes,Express,Debit Card,4476
Coat,L,Green,Outerwear,Summer,3.4,48.0,No,2-Day Shipping,Venmo,1987
Sneakers,M,Cyan,Footwear,Fall,4.2,60.0,Yes,Standard,Credit Card,923
Sunglasses,Free Size,Brown,Accessories,Spring,4.9,72.0,No,Free Shipping,Debit Card,2921
Scarf,Free Size,Pink,Accessories,Fall,4.4,97.0,No,Express,Credit Card,2007
Socks,L,Black,Clothing,Spring,4.8,24.0,No,Free Shipping,Credit Card,3201
Socks,L,Brown,Clothing,Spring,2.9,28.0,Yes,Standard,Debit Card,1000
Jacket,M,Peach,Outerwear,Winter,2.8,66.0,No,Store Pickup,Venmo,2433
Hoodie,M,Charcoal,Clothing,Spring,4.3,83.0,No,Standard,Cash,3597
Shorts,S,Black,Clothing,Summer,2.7,43.0,No,2-Day Shipping,Venmo,2872
Bag,Free Size,Black,Accessories,Winter,4.0,737.5294936708862,No,Standard,Credit Card,4116
Socks,S,White,Clothing,Summer,2.9,31.0,Yes,2-Day Shipping,Bank Transfer,330
Sandals,L,Orange,Footwear,Winter,4.0,21.0,No,Standard,Bank Transfer,2150
Shoes,L,Olive,Footwear,Summer,4.5,72.0,No,Standard,Venmo,2822
Skirt,M,Olive,Clothing,Fall,4.9,89.0,No,Standard,Debit Card,2343
Hat,Free Size,Green,Accessories,Spring,2.8,83.0,No,2-Day Shipping,PayPal,2723
Shorts,L,Magenta,Clothing,Summer,4.5,48.0,No,Next Day Air,Bank Transfer,2153
Skirt,M,Peach,Clothing,Winter,3.6,48.0,No,Express,Cash,1914
Bag,Free Size,Black,Accessories,Winter,5.0,737.5294936708862,No,Standard,Cash,4174
Jeans,M,Blue,Clothing,Summer,3.5,62.0,Yes,Standard,Debit Card,563
Hoodie,M,Gray,Clothing,Spring,4.9,20.0,No,Express,Debit Card,2374
Boots,L,Red,Footwear,Winter,4.0,89.0,Yes,Next Day Air,Venmo,104
Jewelry,Free Size,Purple,Accessories,Spring,4.5,60.0,No,2-Day Shipping,Credit Card,2054
Handbag,Free Size,Turquoise,Accessories,Spring,3.6,98.0,Yes,Next Day Air,Credit Card,1099
Sweater,M,Pink,Clothing,Winter,4.3,99.0,No,Express,Credit Card,3148
Sneakers,M,Brown,Footwear,Spring,2.5,91.0,No,Next Day Air,Debit Card,2725
Shoes,M,Olive,Footwear,Summer,3.4,37.0,No,Store Pickup,Credit Card,1681
Headphones,Not Applicable,Green,Electronics,Winter,3.1139240506329116,1006.01,Yes,Standard,Debit Card,4042
Sweater,M,Violet,Clothing,Spring,2.6,68.0,Yes,2-Day Shipping,Bank Transfer,351
Sandals,M,Blue,Footwear,Winter,4.2,92.0,Yes,Express,PayPal,1163
Headphones,Not Applicable,White,Electronics,Autumn,1.0,825.1690217391305,No,Express,Debit Card,4606
Pants,M,White,Clothing,Summer,4.5,49.0,No,Standard,Credit Card,1947
Shoes,M,Red,Footwear,Autumn,3.0,277.3683027522936,Yes,Express,Cash,4470
Shorts,L,Cyan,Clothing,Summer,3.3,20.0,No,2-Day Shipping,Credit Card,2653
Shoes,M,Blue,Footwear,Autumn,5.0,835.52,No,Standard,Debit Card,5039
Boots,L,Silver,Footwear,Fall,2.7,49.0,Yes,Free Shipping,Cash,518
Sweater,M,Gold,Clothing,Winter,4.3,23.0,Yes,Standard,PayPal,425
Shirt,XL,Teal,Clothing,Summer,3.4741258741258743,97.0,Yes,Free Shipping,Debit Card,1190
Sunglasses,Free Size,Black,Accessories,Winter,4.8,53.0,No,Standard,Debit Card,2906
Jewelry,Free Size,Indigo,Accessories,Summer,3.8,96.0,No,2-Day Shipping,Credit Card,2240
Sunglasses,Free Size,Green,Accessories,Summer,2.8,67.0,No,Standard,Credit Card,2031
Sweater,M,Green,Clothing,Summer,3.7,56.0,Yes,Free Shipping,Debit Card,478
Jeans,L,Charcoal,Clothing,Summer,2.7,56.0,Yes,Standard,PayPal,807
T-shirt,L,Brown,Clothing,Fall,3.1,37.0,No,Standard,PayPal,1949
T-shirt,M,Orange,Clothing,Fall,4.7,89.0,No,Standard,Venmo,3456
Sandals,M,Orange,Footwear,Spring,2.9,33.0,Yes,Express,Debit Card,634
Hoodie,M,White,Clothing,Spring,3.7,93.0,No,2-Day Shipping,Venmo,2606
Dress,L,Black,Clothing,Summer,4.6,26.0,No,2-Day Shipping,PayPal,3490
Shirt,M,Red,Clothing,Summer,3.4741258741258743,261.1362046204621,Yes,Express,PayPal,4436
T-shirt,M,Yellow,Clothing,Fall,2.7,24.0,No,Store Pickup,Credit Card,2437
Shorts,L,Yellow,Clothing,Spring,4.8,72.0,Yes,Free Shipping,Debit Card,1523
Sunglasses,Free Size,White,Accessories,Spring,3.0,91.0,No,Next Day Air,Cash,3689
Phone,Not Applicable,Blue,Electronics,Spring,2.9156626506024095,728.44,Yes,Express,Cash,4994
Blouse,L,Teal,Clothing,Fall,3.5,98.0,No,Express,Venmo,3627
Socks,L,Purple,Clothing,Spring,3.4,31.0,Yes,2-Day Shipping,PayPal,1611
T-shirt,L,Yellow,Clothing,Winter,4.3,23.0,Yes,Next Day Air,Bank Transfer,528
Skirt,M,Peach,Clothing,Fall,4.2,34.0,Yes,Free Shipping,Cash,239
Coat,L,Yellow,Outerwear,Winter,4.6,28.0,No,Express,Credit Card,2587
Headphones,Not Applicable,Black,Electronics,Spring,5.0,1025.56,No,Express,Cash,4438
Socks,S,Olive,Clothing,Fall,4.2,36.0,Yes,Standard,Credit Card,1048
Shoes,S,Black,Footwear,Autumn,3.5454545454545454,598.48,No,Standard,Cash,4817
Jeans,S,Maroon,Clothing,Winter,4.1,91.0,No,2-Day Shipping,Debit Card,2951
Sandals,M,Indigo,Footwear,Winter,2.7,96.0,No,Express,Credit Card,2216
Backpack,Free Size,Olive,Accessories,Fall,3.0,49.0,Yes,Express,Venmo,162
Belt,Free Size,Cyan,Accessories,Spring,3.0,88.0,Yes,Free Shipping,Cash,220
Shirt,S,Green,Clothing,Autumn,3.4741258741258743,1436.38,Yes,Express,Cash,5015
Blouse,M,Pink,Clothing,Winter,4.6,48.0,No,Standard,PayPal,1686
Dress,L,Brown,Clothing,Winter,4.7,79.0,Yes,Store Pickup,Venmo,32
Jeans,S,Lavender,Clothing,Winter,4.0,36.0,No,Store Pickup,Credit Card,2461
Shoes,M,Cyan,Footwear,Summer,3.3,83.0,Yes,Free Shipping,Bank Transfer,1593
Handbag,Free Size,Magenta,Accessories,Spring,2.5,47.0,No,Express,Bank Transfer,2492
Pants,M,Pink,Clothing,Fall,2.6,81.0,No,Free Shipping,Debit Card,2876
Socks,M,Yellow,Clothing,Summer,2.9,50.0,Yes,Store Pickup,Debit Card,779
Belt,Free Size,Pink,Accessories,Fall,3.9,46.0,Yes,Standard,Debit Card,763
Sunglasses,Free Size,Turquoise,Accessories,Winter,3.8,22.0,No,Next Day Air,Venmo,2613
Jewelry,Free Size,Lavender,Accessories,Winter,4.0,85.0,Yes,Standard,Credit Card,615
Sneakers,XL,Gray,Footwear,Winter,4.7,50.0,No,Express,Cash,3515
Belt,Free Size,Peach,Accessories,Spring,4.9,24.0,No,Next Day Air,Debit Card,2953
Backpack,Free Size,Black,Accessories,Winter,2.6,49.0,No,Next Day Air,PayPal,2869
Sweater,L,Purple,Clothing,Spring,3.0,73.0,Yes,Standard,Venmo,419
Pants,M,Teal,Clothing,Winter,3.5,41.0,Yes,Next Day Air,Bank Transfer,803
Sneakers,M,Magenta,Footwear,Spring,2.7,84.0,Yes,Store Pickup,Debit Card,934
T-shirt,M,Olive,Clothing,Winter,3.5,77.0,No,Store Pickup,Credit Card,3859
Laptop,Not Applicable,Red,Electronics,Summer,3.1515151515151514,809.5398611111111,No,Standard,Credit Card,4445
Sandals,M,Silver,Footwear,Summer,2.7,61.0,Yes,Next Day Air,Venmo,882
Socks,M,Black,Clothing,Winter,3.8,72.0,No,2-Day Shipping,Cash,2687
Blouse,M,Beige,Clothing,Fall,2.9,100.0,Yes,Next Day Air,Venmo,519
Backpack,Free Size,Olive,Accessories,Fall,3.3,86.0,No,Express,Debit Card,2599
Handbag,Free Size,Yellow,Accessories,Fall,3.9,100.0,No,Next Day Air,PayPal,2972
Laptop,Not Applicable,Blue,Electronics,Summer,3.1515151515151514,187.51,Yes,Standard,Credit Card,4598
Coat,M,Brown,Outerwear,Summer,3.6,44.0,No,2-Day Shipping,Venmo,3640
Gloves,Free Size,Orange,Accessories,Spring,2.8,51.0,No,Free Shipping,Bank Transfer,3634
Backpack,Free Size,Turquoise,Accessories,Winter,4.1,37.0,Yes,Free Shipping,PayPal,951
Watch,Not Applicable,Black,Electronics,Spring,5.0,662.1159090909091,No,Express,Cash,4838
Scarf,Free Size,Pink,Accessories,Summer,3.9,83.0,No,Free Shipping,Debit Card,3852
Dress,XL,Yellow,Clothing,Winter,3.4,37.0,Yes,Store Pickup,Cash,929
Backpack,Free Size,Olive,Accessories,Fall,4.2,37.0,Yes,Store Pickup,Debit Card,592
Coat,M,Blue,Outerwear,Summer,2.9,35.0,No,2-Day Shipping,Debit Card,3418
Belt,Free Size,Blue,Accessories,Fall,4.3,62.0,No,Next Day Air,Cash,2970
Backpack,Free Size,Yellow,Accessories,Winter,4.2,50.0,Yes,Store Pickup,Debit Card,795
Laptop,Not Applicable,Blue,Electronics,Spring,3.1515151515151514,809.5398611111111,No,Express,Debit Card,4088
Socks,L,Gold,Clothing,Spring,3.0,76.0,Yes,2-Day Shipping,Credit Card,856
Hoodie,M,Gray,Clothing,Fall,4.0,63.0,No,Store Pickup,Bank Transfer,2096
Headphones,Not Applicable,Red,Electronics,Winter,3.1139240506329116,469.48,Yes,Standard,Cash,4304
Watch,Not Applicable,Black,Electronics,Spring,3.0759493670886076,1403.73,Yes,Express,PayPal,4510
Bag,Free Size,Black,Accessories,Autumn,2.0,737.5294936708862,No,Express,Cash,5032
Backpack,Free Size,Olive,Accessories,Spring,4.6,20.0,No,Express,PayPal,3639
Sunglasses,Free Size,White,Accessories,Winter,3.2,100.0,No,Express,Credit Card,3266
Socks,M,Orange,Clothing,Summer,4.7,83.0,No,Standard,Bank Transfer,2298
Bag,Free Size,Red,Accessories,Winter,5.0,873.21,No,Express,Credit Card,4311
Hat,Free Size,Lavender,Accessories,Summer,4.7,73.0,Yes,Free Shipping,Bank Transfer,485
Sunglasses,Free Size,Orange,Accessories,Fall,3.6,48.0,Yes,2-Day Shipping,Cash,736
Shorts,M,Turquoise,Clothing,Winter,4.0,94.0,No,Store Pickup,Cash,2505
Belt,Free Size,Cyan,Accessories,Winter,3.0,95.0,Yes,Standard,Credit Card,323
Backpack,Free Size,Olive,Accessories,Spring,3.1,94.0,Yes,Express,Debit Card,195
Sandals,XL,Maroon,Footwear,Winter,2.9,41.0,No,Standard,Credit Card,2135
Socks,M,Red,Clothing,Winter,2.6,98.0,No,Next Day Air,Cash,2474
Handbag,Free Size,Black,Accessories,Fall,4.9,59.0,No,Next Day Air,Debit Card,3767
Skirt,M,Charcoal,Clothing,Winter,4.0,71.0,Yes,Standard,Debit Card,345
Handbag,Free Size,Turquoise,Accessories,Winter,3.0,95.0,Yes,Express,PayPal,1027
Backpack,Free Size,Orange,Accessories,Spring,4.5,51.0,Yes,2-Day Shipping,Debit Card,468
Coat,L,Turquoise,Outerwear,Spring,4.8,34.0,No,Free Shipping,Cash,3693
Blouse,M,Peach,Clothing,Winter,4.3,64.0,Yes,Standard,Credit Card,1618
Jewelry,Free Size,Charcoal,Accessories,Spring,4.0,42.0,No,Express,PayPal,1990
Skirt,M,Teal,Clothing,Winter,3.9,90.0,Yes,Standard,Debit Card,352
T-shirt,M,Maroon,Clothing,Fall,3.1,62.0,No,2-Day Shipping,Debit Card,2616
Gloves,Free Size,Red,Accessories,Spring,3.4,56.0,Yes,Standard,Cash,1486
Sneakers,M,Cyan,Footwear,Winter,3.4,36.0,No,Free Shipping,Bank Transfer,3563
Hat,Free Size,Pink,Accessories,Summer,4.7,67.0,No,Standard,Cash,3318
Boots,L,Cyan,Footwear,Fall,4.9,96.0,Yes,Standard,Debit Card,151
Scarf,Free Size,Violet,Accessories,Summer,3.1,33.0,Yes,Next Day Air,Bank Transfer,1059
Sneakers,L,White,Footwear,Summer,4.9,55.0,No,Next Day Air,Cash,2868
Shoes,L,Orange,Footwear,Winter,3.7,23.0,No,Free Shipping,PayPal,2145
Gloves,Free Size,Turquoise,Accessories,Spring,4.8,62.0,Yes,Standard,Credit Card,1008
Shirt,M,Blue,Clothing,Autumn,3.4741258741258743,261.1362046204621,Yes,Express,PayPal,4670
Shoes,M,Turquoise,Footwear,Winter,4.2,26.0,No,Free Shipping,Cash,2351
Belt,Free Size,Blue,Accessories,Spring,4.8,73.0,No,Next Day Air,Cash,3590
T-shirt,L,Gray,Clothing,Spring,4.3,63.0,Yes,Express,Cash,506
Shoes,L,Purple,Footwear,Fall,4.1,34.0,Yes,Store Pickup,Bank Transfer,11
Hoodie,M,Green,Clothing,Summer,4.5,57.0,Yes,Standard,Cash,783
Socks,M,Gray,Clothing,Spring,4.5,82.0,No,2-Day Shipping,Credit Card,2236
Shoes,XL,Brown,Footwear,Summer,2.9,49.0,No,Store Pickup,PayPal,2724
Phone,Not Applicable,White,Electronics,Spring,1.0,736.01,Yes,Express,Cash,5099
Jacket,L,Lavender,Outerwear,Winter,4.2,84.0,No,Next Day Air,Debit Card,3843
Jeans,S,Maroon,Clothing,Spring,3.1,73.0,Yes,Free Shipping,Credit Card,3
Boots,M,White,Footwear,Summer,4.1,90.0,Yes,Next Day Air,Credit Card,1208
Blouse,M,Purple,Clothing,Summer,3.2,98.0,No,Standard,Bank Transfer,2759
Sunglasses,Free Size,Magenta,Accessories,Fall,3.7409937888198757,77.0,Yes,Standard,PayPal,384
Shirt,S,Silver,Clothing,Summer,3.8,62.0,No,Store Pickup,Bank Transfer,1866
Shoes,S,Green,Footwear,Autumn,1.0,277.3683027522936,No,Standard,Cash,4739
Scarf,Free Size,Yellow,Accessories,Summer,3.2,79.0,No,Store Pickup,Credit Card,2497
Blouse,M,Silver,Clothing,Fall,3.9,42.0,No,Next Day Air,Bank Transfer,2573
Shirt,M,Violet,Clothing,Winter,3.9,94.0,Yes,2-Day Shipping,Debit Card,1284
Shirt,M,Maroon,Clothing,Fall,2.6,25.0,Yes,Store Pickup,Venmo,171
